Format: EncDifference(long),EncBuffer(long int),WheelPositionRadians(float),encRate(ticks/sec)(float),MotorVoltage(float),MotorCurrent(float)

0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.08
0,-8990,-15.71,0.00,0.01,0.08
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.08
0,-8990,-15.71,0.00,0.01,0.08
0,-8990,-15.71,0.00,0.01,0.08
0,-8990,-15.71,0.00,0.01,0.08
0,-8990,-15.71,0.00,0.01,0.08
0,-8990,-15.71,0.00,0.01,0.08
0,-8990,-15.71,0.00,0.01,0.08
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.08
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.08
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.08
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.08
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.10
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.08
0,-8990,-15.71,0.00,0.01,0.08
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.09
0,-8990,-15.71,0.00,0.01,0.08
5,-8985,-15.71,500.00,2.11,0.39
17,-8968,-15.71,1700.00,4.68,0.68
28,-8940,-15.71,2800.00,7.21,0.92
36,-8904,-15.71,3600.00,9.71,1.12
43,-8861,-15.71,4300.00,10.07,0.98
48,-8813,-15.71,4800.00,10.01,0.84
52,-8761,-15.71,5200.00,9.96,0.71
56,-8705,-15.71,5600.00,9.93,0.62
58,-8647,-15.71,5800.00,9.92,0.54
62,-8585,-15.71,6200.00,9.91,0.48
64,-8521,-15.71,6400.00,9.96,0.44
65,-8456,-15.71,6500.00,10.02,0.40
67,-8389,-15.71,6700.00,10.08,0.38
69,-8320,-15.71,6900.00,10.19,0.36
71,-8249,-15.71,7100.00,10.25,0.34
70,-8179,-15.71,7000.00,10.27,0.32
72,-8107,-15.71,7200.00,10.28,0.29
72,-8035,-15.71,7200.00,10.24,0.27
73,-7962,-15.71,7300.00,10.25,0.26
73,-7889,-15.71,7300.00,10.31,0.26
74,-7815,-15.71,7400.00,10.39,0.26
74,-7741,-15.71,7400.00,10.43,0.26
76,-7665,-12.57,7600.00,10.48,0.26
75,-7590,-12.57,7500.00,10.48,0.25
76,-7514,-12.57,7600.00,10.48,0.24
75,-7439,-12.57,7500.00,10.49,0.23
77,-7362,-12.57,7700.00,10.49,0.23
76,-7286,-12.57,7600.00,10.51,0.23
77,-7209,-12.57,7700.00,10.50,0.23
76,-7133,-12.57,7600.00,10.52,0.23
78,-7055,-12.57,7800.00,10.56,0.23
77,-6978,-12.57,7700.00,10.56,0.23
77,-6901,-12.57,7700.00,10.57,0.22
78,-6823,-12.57,7800.00,10.58,0.22
78,-6745,-12.57,7800.00,10.55,0.21
77,-6668,-12.57,7700.00,10.57,0.21
78,-6590,-12.57,7800.00,10.57,0.22
78,-6512,-12.57,7800.00,10.55,0.21
78,-6434,-12.57,7800.00,10.56,0.22
77,-6357,-12.57,7700.00,10.56,0.22
79,-6278,-12.57,7900.00,10.60,0.22
78,-6200,-12.57,7800.00,10.60,0.21
78,-6122,-9.43,7800.00,10.61,0.21
78,-6044,-9.43,7800.00,10.59,0.21
78,-5966,-9.43,7800.00,10.58,0.20
78,-5888,-9.43,7800.00,10.58,0.20
79,-5809,-9.43,7900.00,10.57,0.20
78,-5731,-9.43,7800.00,10.60,0.21
78,-5653,-9.43,7800.00,10.60,0.21
79,-5574,-9.43,7900.00,10.61,0.21
78,-5496,-9.43,7800.00,10.61,0.21
79,-5417,-9.43,7900.00,10.60,0.21
78,-5339,-9.43,7800.00,10.58,0.21
78,-5261,-9.43,7800.00,10.59,0.21
79,-5182,-9.43,7900.00,10.59,0.21
78,-5104,-9.43,7800.00,10.60,0.21
79,-5025,-9.43,7900.00,10.62,0.21
78,-4947,-9.43,7800.00,10.61,0.21
78,-4869,-9.43,7800.00,10.62,0.21
80,-4789,-9.43,8000.00,10.61,0.20
78,-4711,-9.43,7800.00,10.60,0.20
78,-4633,-9.43,7800.00,10.59,0.20
79,-4554,-6.28,7900.00,10.59,0.20
78,-4476,-6.28,7800.00,10.59,0.21
79,-4397,-6.28,7900.00,10.61,0.21
79,-4318,-6.28,7900.00,10.63,0.21
78,-4240,-6.28,7800.00,10.63,0.21
79,-4161,-6.28,7900.00,10.62,0.21
79,-4082,-6.28,7900.00,10.61,0.20
78,-4004,-6.28,7800.00,10.59,0.20
79,-3925,-6.28,7900.00,10.60,0.20
79,-3846,-6.28,7900.00,10.59,0.20
78,-3768,-6.28,7800.00,10.61,0.20
79,-3689,-6.28,7900.00,10.62,0.20
79,-3610,-6.28,7900.00,10.63,0.20
78,-3532,-6.28,7800.00,10.64,0.20
79,-3453,-6.28,7900.00,10.62,0.20
79,-3374,-6.28,7900.00,10.60,0.20
78,-3296,-6.28,7800.00,10.59,0.20
79,-3217,-6.28,7900.00,10.59,0.20
79,-3138,-6.28,7900.00,10.59,0.20
78,-3060,-3.14,7800.00,10.60,0.20
79,-2981,-3.14,7900.00,10.61,0.20
79,-2902,-3.14,7900.00,10.62,0.20
78,-2824,-3.14,7800.00,10.62,0.20
79,-2745,-3.14,7900.00,10.62,0.20
79,-2666,-3.14,7900.00,10.60,0.19
79,-2587,-3.14,7900.00,10.60,0.20
78,-2509,-3.14,7800.00,10.60,0.20
80,-2429,-3.14,8000.00,10.61,0.20
78,-2351,-3.14,7800.00,10.62,0.20
79,-2272,-3.14,7900.00,10.63,0.20
79,-2193,-3.14,7900.00,10.64,0.20
79,-2114,-3.14,7900.00,10.63,0.20
78,-2036,-3.14,7800.00,10.62,0.20
79,-1957,-3.14,7900.00,10.61,0.20
80,-1877,-3.14,8000.00,10.60,0.20
79,-1798,-3.14,7900.00,10.61,0.20
78,-1720,-3.14,7800.00,10.62,0.20
79,-1641,-3.14,7900.00,10.64,0.20
79,-1562,-3.14,7900.00,10.64,0.21
79,-1483,0.00,7900.00,10.63,0.20
79,-1404,0.00,7900.00,10.62,0.20
79,-1325,0.00,7900.00,10.60,0.20
80,-1245,0.00,8000.00,10.61,0.20
78,-1167,0.00,7800.00,10.60,0.20
79,-1088,0.00,7900.00,10.61,0.20
79,-1009,0.00,7900.00,10.63,0.20
80,-929,0.00,8000.00,10.64,0.20
78,-851,0.00,7800.00,10.64,0.20
79,-772,0.00,7900.00,10.63,0.19
79,-693,0.00,7900.00,10.62,0.19
79,-614,0.00,7900.00,10.61,0.19
80,-534,0.00,8000.00,10.61,0.19
78,-456,0.00,7800.00,10.62,0.20
79,-377,0.00,7900.00,10.64,0.20
80,-297,0.00,8000.00,10.65,0.20
79,-218,0.00,7900.00,10.65,0.20
78,-140,0.00,7800.00,10.64,0.20
79,-61,0.00,7900.00,10.62,0.20
80,19,0.00,8000.00,10.62,0.19
79,98,0.00,7900.00,10.61,0.19
79,177,0.00,7900.00,10.62,0.19
79,256,0.00,7900.00,10.62,0.20
79,335,0.00,7900.00,10.64,0.19
79,414,0.00,7900.00,10.64,0.20
80,494,0.00,8000.00,10.65,0.20
78,572,0.00,7800.00,10.65,0.20
79,651,0.00,7900.00,10.63,0.20
80,731,0.00,8000.00,10.61,0.20
79,810,0.00,7900.00,10.61,0.19
79,889,0.00,7900.00,10.60,0.19
78,967,0.00,7800.00,10.62,0.19
80,1047,0.00,8000.00,10.63,0.19
79,1126,0.00,7900.00,10.63,0.20
79,1205,0.00,7900.00,10.63,0.20
79,1284,0.00,7900.00,10.62,0.20
79,1363,0.00,7900.00,10.61,0.20
80,1443,0.00,8000.00,10.62,0.20
79,1522,0.00,7900.00,10.61,0.20
79,1601,3.14,7900.00,10.62,0.20
79,1680,3.14,7900.00,10.63,0.20
79,1759,3.14,7900.00,10.64,0.20
80,1839,3.14,8000.00,10.64,0.20
78,1917,3.14,7800.00,10.64,0.20
80,1997,3.14,8000.00,10.63,0.20
79,2076,3.14,7900.00,10.62,0.20
79,2155,3.14,7900.00,10.62,0.19
80,2235,3.14,8000.00,10.61,0.19
78,2313,3.14,7800.00,10.62,0.19
80,2393,3.14,8000.00,10.64,0.20
79,2472,3.14,7900.00,10.65,0.20
79,2551,3.14,7900.00,10.65,0.20
80,2631,3.14,8000.00,10.64,0.20
78,2709,3.14,7800.00,10.63,0.20
80,2789,3.14,8000.00,10.62,0.20
79,2868,3.14,7900.00,10.62,0.20
79,2947,3.14,7900.00,10.63,0.20
80,3027,3.14,8000.00,10.64,0.20
79,3106,6.28,7900.00,10.65,0.20
79,3185,6.28,7900.00,10.65,0.20
79,3264,6.28,7900.00,10.65,0.20
79,3343,6.28,7900.00,10.63,0.20
80,3423,6.28,8000.00,10.63,0.20
79,3502,6.28,7900.00,10.62,0.19
79,3581,6.28,7900.00,10.63,0.19
79,3660,6.28,7900.00,10.64,0.19
80,3740,6.28,8000.00,10.66,0.19
79,3819,6.28,7900.00,10.65,0.19
80,3899,6.28,8000.00,10.65,0.19
79,3978,6.28,7900.00,10.64,0.19
79,4057,6.28,7900.00,10.63,0.19
79,4136,6.28,7900.00,10.62,0.19
79,4215,6.28,7900.00,10.63,0.19
80,4295,6.28,8000.00,10.63,0.20
79,4374,6.28,7900.00,10.64,0.20
79,4453,6.28,7900.00,10.66,0.20
79,4532,6.28,7900.00,10.65,0.20
79,4611,6.28,7900.00,10.65,0.20
80,4691,9.43,8000.00,10.64,0.19
79,4770,9.43,7900.00,10.63,0.19
80,4850,9.43,8000.00,10.63,0.19
79,4929,9.43,7900.00,10.63,0.20
79,5008,9.43,7900.00,10.63,0.20
79,5087,9.43,7900.00,10.65,0.20
80,5167,9.43,8000.00,10.66,0.20
79,5246,9.43,7900.00,10.66,0.20
80,5326,9.43,8000.00,10.66,0.19
79,5405,9.43,7900.00,10.65,0.20
79,5484,9.43,7900.00,10.63,0.19
79,5563,9.43,7900.00,10.63,0.19
80,5643,9.43,8000.00,10.61,0.19
80,5723,9.43,8000.00,10.63,0.19
79,5802,9.43,7900.00,10.65,0.20
79,5881,9.43,7900.00,10.65,0.20
79,5960,9.43,7900.00,10.65,0.20
80,6040,9.43,8000.00,10.63,0.20
79,6119,9.43,7900.00,10.63,0.19
80,6199,12.57,8000.00,10.63,0.19
79,6278,12.57,7900.00,10.64,0.19
80,6358,12.57,8000.00,10.64,0.19
79,6437,12.57,7900.00,10.65,0.20
79,6516,12.57,7900.00,10.65,0.20
79,6595,12.57,7900.00,10.66,0.20
80,6675,12.57,8000.00,10.64,0.20
80,6755,12.57,8000.00,10.64,0.19
79,6834,12.57,7900.00,10.62,0.19
80,6914,12.57,8000.00,10.62,0.20
79,6993,12.57,7900.00,10.62,0.20
79,7072,12.57,7900.00,10.63,0.20
79,7151,12.57,7900.00,10.66,0.20
80,7231,12.57,8000.00,10.66,0.20
80,7311,12.57,8000.00,10.66,0.19
79,7390,12.57,7900.00,10.65,0.20
79,7469,12.57,7900.00,10.64,0.19
80,7549,12.57,8000.00,10.63,0.19
79,7628,12.57,7900.00,10.63,0.20
79,7707,15.71,7900.00,10.63,0.19
80,7787,15.71,8000.00,10.65,0.20
80,7867,15.71,8000.00,10.65,0.19
80,7947,15.71,8000.00,10.66,0.20
79,8026,15.71,7900.00,10.65,0.19
79,8105,15.71,7900.00,10.64,0.19
79,8184,15.71,7900.00,10.62,0.19
80,8264,15.71,8000.00,10.63,0.19
79,8343,15.71,7900.00,10.62,0.19
80,8423,15.71,8000.00,10.64,0.20
80,8503,15.71,8000.00,10.66,0.20
80,8583,15.71,8000.00,10.66,0.20
79,8662,15.71,7900.00,10.67,0.20
79,8741,15.71,7900.00,10.65,0.20
80,8821,15.71,8000.00,10.66,0.20
